Epoch:0	SE:2.380370855331421
Epoch:1	SE:1.2022457122802734
Epoch:2	SE:1.1346156597137451
Epoch:3	SE:1.1145247220993042
Epoch:4	SE:1.0950846672058105
Epoch:5	SE:1.0735684633255005
Epoch:6	SE:1.0476711988449097
Epoch:7	SE:1.0144076347351074
Epoch:8	SE:0.9697126746177673
Epoch:9	SE:0.9111565351486206
Epoch:10	SE:0.844375729560852
Epoch:11	SE:0.7807204127311707
Epoch:12	SE:0.7231079936027527
Epoch:13	SE:0.6700413823127747
Epoch:14	SE:0.6187448501586914
Epoch:15	SE:0.5674755573272705
Epoch:16	SE:0.5156859755516052
Epoch:17	SE:0.46383652091026306
Epoch:18	SE:0.41318562626838684
Epoch:19	SE:0.36553189158439636
Epoch:20	SE:0.35671862959861755
Epoch:21	SE:0.39093902707099915
Epoch:22	SE:0.4073368012905121
Epoch:23	SE:0.4111962616443634
Epoch:24	SE:0.39634183049201965
Epoch:25	SE:0.3662475049495697
Epoch:26	SE:0.33617404103279114
Epoch:27	SE:0.3124364912509918
Epoch:28	SE:0.29405874013900757
Epoch:29	SE:0.2793407440185547
