Epoch:0	SE:1.1532692909240723
Epoch:1	SE:0.9121297001838684
Epoch:2	SE:0.7141559720039368
Epoch:3	SE:0.5880689024925232
Epoch:4	SE:0.5278875827789307
Epoch:5	SE:0.5025720000267029
Epoch:6	SE:0.4910537004470825
Epoch:7	SE:0.4845297336578369
Epoch:8	SE:0.4798378348350525
Epoch:9	SE:0.47587835788726807
Epoch:10	SE:0.47226908802986145
Epoch:11	SE:0.46887311339378357
Epoch:12	SE:0.4656391441822052
Epoch:13	SE:0.4625464081764221
Epoch:14	SE:0.45958212018013
Epoch:15	SE:0.4567379653453827
Epoch:16	SE:0.454007089138031
Epoch:17	SE:0.4513819217681885
Epoch:18	SE:0.44885754585266113
Epoch:19	SE:0.4464276432991028
Epoch:20	SE:0.4440869390964508
Epoch:21	SE:0.44183075428009033
Epoch:22	SE:0.43965399265289307
Epoch:23	SE:0.4375532865524292
Epoch:24	SE:0.4355229139328003
Epoch:25	SE:0.4335613548755646
Epoch:26	SE:0.4316641688346863
Epoch:27	SE:0.4298291504383087
Epoch:28	SE:0.4280540347099304
Epoch:29	SE:0.4263356626033783
Epoch:30	SE:0.42467206716537476
Epoch:31	SE:0.42306283116340637
Epoch:32	SE:0.4215041399002075
Epoch:33	SE:0.41999542713165283
Epoch:34	SE:0.41853609681129456
Epoch:35	SE:0.4171231985092163
Epoch:36	SE:0.4157562255859375
Epoch:37	SE:0.41443386673927307
Epoch:38	SE:0.41315433382987976
Epoch:39	SE:0.41191616654396057
Epoch:40	SE:0.4107176959514618
Epoch:41	SE:0.40955761075019836
Epoch:42	SE:0.40843454003334045
Epoch:43	SE:0.4073460102081299
Epoch:44	SE:0.406290739774704
Epoch:45	SE:0.40526697039604187
Epoch:46	SE:0.4042726457118988
Epoch:47	SE:0.40330585837364197
Epoch:48	SE:0.402365118265152
Epoch:49	SE:0.40144792199134827
