Epoch:0	SE:2.6386642456054688
Epoch:1	SE:1.3839600086212158
Epoch:2	SE:1.3280386924743652
Epoch:3	SE:1.2976963520050049
Epoch:4	SE:1.2673991918563843
Epoch:5	SE:1.2329171895980835
Epoch:6	SE:1.1889570951461792
Epoch:7	SE:1.1274621486663818
Epoch:8	SE:1.0442817211151123
Epoch:9	SE:0.9505807757377625
Epoch:10	SE:0.86158287525177
Epoch:11	SE:0.7850605249404907
Epoch:12	SE:0.7260100841522217
Epoch:13	SE:0.6801120042800903
Epoch:14	SE:0.6422601342201233
Epoch:15	SE:0.6087763905525208
Epoch:16	SE:0.5767712593078613
Epoch:17	SE:0.5445551872253418
Epoch:18	SE:0.5116752982139587
Epoch:19	SE:0.4785824120044708
Epoch:20	SE:0.4704799950122833
Epoch:21	SE:0.47867855429649353
Epoch:22	SE:0.46126624941825867
Epoch:23	SE:0.44832539558410645
Epoch:24	SE:0.43567556142807007
Epoch:25	SE:0.42324522137641907
Epoch:26	SE:0.41104528307914734
Epoch:27	SE:0.3990495502948761
Epoch:28	SE:0.3871585428714752
Epoch:29	SE:0.3754238486289978
