Epoch:0	SE:1.4796754121780396
Epoch:1	SE:1.2016303539276123
Epoch:2	SE:1.1918072700500488
Epoch:3	SE:1.1845887899398804
Epoch:4	SE:1.1782410144805908
Epoch:5	SE:1.1726354360580444
Epoch:6	SE:1.1678451299667358
Epoch:7	SE:1.1638050079345703
Epoch:8	SE:1.1603047847747803
Epoch:9	SE:1.156975269317627
Epoch:10	SE:1.1536394357681274
Epoch:11	SE:1.150219440460205
Epoch:12	SE:1.1465777158737183
Epoch:13	SE:1.1426652669906616
Epoch:14	SE:1.1381874084472656
Epoch:15	SE:1.1324522495269775
Epoch:16	SE:1.1241315603256226
Epoch:17	SE:1.1107178926467896
Epoch:18	SE:1.087631106376648
Epoch:19	SE:1.0462485551834106
