Epoch:0	SE:2.2654643058776855
Epoch:1	SE:1.714663028717041
Epoch:2	SE:1.7129827737808228
Epoch:3	SE:1.6947345733642578
Epoch:4	SE:1.6858328580856323
Epoch:5	SE:1.679075002670288
Epoch:6	SE:1.6832163333892822
Epoch:7	SE:1.6780483722686768
Epoch:8	SE:1.6709411144256592
Epoch:9	SE:1.6561249494552612
Epoch:10	SE:1.661676049232483
Epoch:11	SE:1.6552284955978394
Epoch:12	SE:1.6506808996200562
Epoch:13	SE:1.6717023849487305
Epoch:14	SE:1.646830439567566
Epoch:15	SE:1.649706244468689
Epoch:16	SE:1.64711594581604
Epoch:17	SE:1.6477104425430298
Epoch:18	SE:1.6385440826416016
Epoch:19	SE:1.6294883489608765
Epoch:20	SE:1.6244741678237915
Epoch:21	SE:1.6332100629806519
Epoch:22	SE:1.6198701858520508
Epoch:23	SE:1.633850336074829
