Epoch:0	SE:3.1694648265838623
Epoch:1	SE:2.1540534496307373
Epoch:2	SE:1.2326948642730713
Epoch:3	SE:1.2053515911102295
Epoch:4	SE:1.1893408298492432
Epoch:5	SE:1.1784090995788574
Epoch:6	SE:1.1698421239852905
Epoch:7	SE:1.1622817516326904
Epoch:8	SE:1.1550930738449097
Epoch:9	SE:1.1479077339172363
Epoch:10	SE:1.140478253364563
Epoch:11	SE:1.1326141357421875
Epoch:12	SE:1.1241443157196045
Epoch:13	SE:1.1149029731750488
Epoch:14	SE:1.1046903133392334
Epoch:15	SE:1.0932952165603638
Epoch:16	SE:1.0804743766784668
Epoch:17	SE:1.0659277439117432
Epoch:18	SE:1.0492876768112183
Epoch:19	SE:1.0300967693328857
Epoch:20	SE:1.0100373029708862
Epoch:21	SE:1.0017030239105225
Epoch:22	SE:0.9941708445549011
Epoch:23	SE:0.9864746928215027
Epoch:24	SE:0.9785622358322144
Epoch:25	SE:0.9704309105873108
Epoch:26	SE:0.9620934128761292
Epoch:27	SE:0.9535659551620483
Epoch:28	SE:0.9448739886283875
Epoch:29	SE:0.9360448718070984
Epoch:30	SE:0.9271140098571777
Epoch:31	SE:0.9181093573570251
Epoch:32	SE:0.9090588688850403
Epoch:33	SE:0.8999826312065125
Epoch:34	SE:0.8909071683883667
Epoch:35	SE:0.8818506598472595
Epoch:36	SE:0.8728381395339966
Epoch:37	SE:0.8638827800750732
Epoch:38	SE:0.8550017476081848
Epoch:39	SE:0.8462085127830505
Epoch:40	SE:0.8378444314002991
Epoch:41	SE:0.8350024819374084
Epoch:42	SE:0.8324049711227417
Epoch:43	SE:0.8298763632774353
Epoch:44	SE:0.8273839354515076
Epoch:45	SE:0.8249163627624512
Epoch:46	SE:0.822468638420105
Epoch:47	SE:0.8200392127037048
Epoch:48	SE:0.817625880241394
Epoch:49	SE:0.8152293562889099
