Epoch:0	SE:2.801175355911255
Epoch:1	SE:2.104419231414795
Epoch:2	SE:1.082092523574829
Epoch:3	SE:1.0641944408416748
Epoch:4	SE:1.0552066564559937
Epoch:5	SE:1.0486782789230347
Epoch:6	SE:1.043409824371338
Epoch:7	SE:1.0387026071548462
Epoch:8	SE:1.034183144569397
Epoch:9	SE:1.0296344757080078
Epoch:10	SE:1.0249141454696655
Epoch:11	SE:1.0199040174484253
Epoch:12	SE:1.0145028829574585
Epoch:13	SE:1.0086126327514648
Epoch:14	SE:1.0021440982818604
Epoch:15	SE:0.9949926137924194
Epoch:16	SE:0.9870405793190002
Epoch:17	SE:0.9781932234764099
Epoch:18	SE:0.9683501124382019
Epoch:19	SE:0.9574488401412964
Epoch:20	SE:0.9456649422645569
Epoch:21	SE:0.9420726895332336
Epoch:22	SE:0.9381985068321228
Epoch:23	SE:0.9342612624168396
Epoch:24	SE:0.9302780628204346
Epoch:25	SE:0.9262371063232422
Epoch:26	SE:0.9221356511116028
Epoch:27	SE:0.9179716110229492
Epoch:28	SE:0.9137399196624756
Epoch:29	SE:0.909436821937561
Epoch:30	SE:0.9050552845001221
Epoch:31	SE:0.9005922675132751
Epoch:32	SE:0.8960408568382263
Epoch:33	SE:0.8913981914520264
Epoch:34	SE:0.8866569399833679
Epoch:35	SE:0.881808876991272
Epoch:36	SE:0.8768466114997864
Epoch:37	SE:0.8717659711837769
Epoch:38	SE:0.8665507435798645
Epoch:39	SE:0.8611886501312256
Epoch:40	SE:0.8555470108985901
Epoch:41	SE:0.8538471460342407
Epoch:42	SE:0.8521460890769958
Epoch:43	SE:0.8504407405853271
Epoch:44	SE:0.8487314581871033
Epoch:45	SE:0.8470160961151123
Epoch:46	SE:0.8452954888343811
Epoch:47	SE:0.8435701131820679
Epoch:48	SE:0.8418370485305786
Epoch:49	SE:0.8400936722755432
