Epoch:0	SE:9.865258324032736
Epoch:1	SE:5.718812917073567
Epoch:2	SE:4.508974053519111
Epoch:3	SE:4.364381339663552
Epoch:4	SE:4.259187157040549
Epoch:5	SE:4.18137906029111
Epoch:6	SE:4.116410983857655
Epoch:7	SE:4.0616968972342375
Epoch:8	SE:4.000853700183685
Epoch:9	SE:3.93391253880092
Epoch:10	SE:3.8785052526564843
Epoch:11	SE:3.8459412093389607
Epoch:12	SE:3.9018735159011113
Epoch:13	SE:3.869591451372418
Epoch:14	SE:3.831245453244165
Epoch:15	SE:3.797856408982051
Epoch:16	SE:3.76815281822568
Epoch:17	SE:3.750671915326801
Epoch:18	SE:3.80926421029227
Epoch:19	SE:3.822234066554477
Epoch:20	SE:3.7634044865199483
Epoch:21	SE:3.7362308302379796
Epoch:22	SE:3.706927793593633
Epoch:23	SE:3.683341981796992
Epoch:24	SE:3.6579844211396697
Epoch:25	SE:3.6364679863339395
Epoch:26	SE:3.615690658206031
Epoch:27	SE:3.5943366604759586
Epoch:28	SE:3.574726947602771
Epoch:29	SE:3.556543486458914
