Epoch:0	SE:2.8220763206481934
Epoch:1	SE:1.5346667766571045
Epoch:2	SE:1.2200871706008911
Epoch:3	SE:1.1924045085906982
Epoch:4	SE:1.1707154512405396
Epoch:5	SE:1.1543687582015991
Epoch:6	SE:1.142255187034607
Epoch:7	SE:1.1326266527175903
Epoch:8	SE:1.1243611574172974
Epoch:9	SE:1.116856336593628
Epoch:10	SE:1.109771966934204
Epoch:11	SE:1.1028658151626587
Epoch:12	SE:1.0959566831588745
Epoch:13	SE:1.0888864994049072
Epoch:14	SE:1.081514835357666
Epoch:15	SE:1.0736840963363647
Epoch:16	SE:1.0652012825012207
Epoch:17	SE:1.0558348894119263
Epoch:18	SE:1.0452625751495361
Epoch:19	SE:1.0330601930618286
Epoch:20	SE:1.018676996231079
Epoch:21	SE:1.001534342765808
Epoch:22	SE:0.9813169836997986
Epoch:23	SE:0.9584466814994812
Epoch:24	SE:0.9340211153030396
Epoch:25	SE:0.9089947938919067
Epoch:26	SE:0.8836697936058044
Epoch:27	SE:0.8579434752464294
Epoch:28	SE:0.8316447734832764
Epoch:29	SE:0.8051794171333313
Epoch:30	SE:0.7796679139137268
Epoch:31	SE:0.7556495070457458
Epoch:32	SE:0.7331737279891968
Epoch:33	SE:0.712203860282898
Epoch:34	SE:0.6928295493125916
Epoch:35	SE:0.6748561263084412
Epoch:36	SE:0.6581918001174927
Epoch:37	SE:0.6427314877510071
Epoch:38	SE:0.6283087134361267
Epoch:39	SE:0.6147505640983582
Epoch:40	SE:0.6019286513328552
Epoch:41	SE:0.5897005200386047
Epoch:42	SE:0.5778923630714417
Epoch:43	SE:0.5664106607437134
Epoch:44	SE:0.5551940202713013
Epoch:45	SE:0.5441411733627319
Epoch:46	SE:0.5331574082374573
Epoch:47	SE:0.5221742391586304
Epoch:48	SE:0.5111280083656311
Epoch:49	SE:0.4999626576900482
