Epoch:0	SE:1.2521952390670776
Epoch:1	SE:1.2237634658813477
Epoch:2	SE:1.190018892288208
Epoch:3	SE:1.1471154689788818
Epoch:4	SE:1.090848684310913
Epoch:5	SE:1.0172704458236694
Epoch:6	SE:0.9247331619262695
Epoch:7	SE:0.8189325332641602
Epoch:8	SE:0.7165409326553345
Epoch:9	SE:0.6374714374542236
Epoch:10	SE:0.5890008211135864
Epoch:11	SE:0.5639305710792542
Epoch:12	SE:0.5519211888313293
Epoch:13	SE:0.5460867881774902
Epoch:14	SE:0.5429773330688477
Epoch:15	SE:0.5410501956939697
Epoch:16	SE:0.5396450757980347
Epoch:17	SE:0.5384791493415833
Epoch:18	SE:0.537431538105011
Epoch:19	SE:0.5364484190940857
Epoch:20	SE:0.5355057120323181
Epoch:21	SE:0.534591794013977
Epoch:22	SE:0.533700168132782
Epoch:23	SE:0.5328282117843628
Epoch:24	SE:0.531974196434021
Epoch:25	SE:0.5311362743377686
Epoch:26	SE:0.5303134918212891
Epoch:27	SE:0.5295047760009766
Epoch:28	SE:0.5287099480628967
Epoch:29	SE:0.5279282331466675
Epoch:30	SE:0.5271598100662231
Epoch:31	SE:0.5264034867286682
Epoch:32	SE:0.5256597995758057
Epoch:33	SE:0.524928629398346
Epoch:34	SE:0.524208664894104
Epoch:35	SE:0.5235006213188171
Epoch:36	SE:0.5228025913238525
Epoch:37	SE:0.5221171975135803
Epoch:38	SE:0.5214411020278931
Epoch:39	SE:0.5207761526107788
Epoch:40	SE:0.5201208591461182
Epoch:41	SE:0.5194751024246216
Epoch:42	SE:0.5188391208648682
Epoch:43	SE:0.5182119011878967
Epoch:44	SE:0.517594039440155
Epoch:45	SE:0.516985297203064
Epoch:46	SE:0.5163848996162415
Epoch:47	SE:0.5157930254936218
Epoch:48	SE:0.5152098536491394
Epoch:49	SE:0.514634907245636
