Epoch:0	SE:0.8540464043617249
Epoch:1	SE:0.588474452495575
Epoch:2	SE:0.5672479271888733
Epoch:3	SE:0.5601412653923035
Epoch:4	SE:0.5542328953742981
Epoch:5	SE:0.5490387082099915
Epoch:6	SE:0.5444406867027283
Epoch:7	SE:0.5403481125831604
Epoch:8	SE:0.5366865992546082
Epoch:9	SE:0.5333932638168335
Epoch:10	SE:0.5304203033447266
Epoch:11	SE:0.5277297496795654
Epoch:12	SE:0.5252905488014221
Epoch:13	SE:0.523080587387085
Epoch:14	SE:0.5210812091827393
Epoch:15	SE:0.5192727446556091
Epoch:16	SE:0.5176360607147217
Epoch:17	SE:0.5161523222923279
Epoch:18	SE:0.5148006677627563
Epoch:19	SE:0.5135613679885864
Epoch:20	SE:0.5124150514602661
Epoch:21	SE:0.5113475918769836
Epoch:22	SE:0.5103409290313721
Epoch:23	SE:0.5093834400177002
Epoch:24	SE:0.5084649324417114
Epoch:25	SE:0.5075747966766357
Epoch:26	SE:0.506706953048706
Epoch:27	SE:0.5058569312095642
Epoch:28	SE:0.5050161480903625
Epoch:29	SE:0.5041847825050354
Epoch:30	SE:0.5033576488494873
Epoch:31	SE:0.502532958984375
Epoch:32	SE:0.5017088651657104
Epoch:33	SE:0.5008835792541504
Epoch:34	SE:0.5000554323196411
Epoch:35	SE:0.49922236800193787
Epoch:36	SE:0.49838533997535706
Epoch:37	SE:0.49754247069358826
Epoch:38	SE:0.49669167399406433
Epoch:39	SE:0.4958345890045166
Epoch:40	SE:0.4949699938297272
Epoch:41	SE:0.49409493803977966
Epoch:42	SE:0.49321064352989197
Epoch:43	SE:0.4923141598701477
Epoch:44	SE:0.49140551686286926
Epoch:45	SE:0.4904841184616089
Epoch:46	SE:0.48955032229423523
Epoch:47	SE:0.4886036217212677
Epoch:48	SE:0.4876437187194824
Epoch:49	SE:0.48667025566101074
Epoch:50	SE:0.4856838881969452
Epoch:51	SE:0.4846843183040619
Epoch:52	SE:0.48367297649383545
Epoch:53	SE:0.482648640871048
Epoch:54	SE:0.4816129803657532
Epoch:55	SE:0.48056289553642273
Epoch:56	SE:0.4795010983943939
Epoch:57	SE:0.47842568159103394
Epoch:58	SE:0.4773384928703308
Epoch:59	SE:0.47623807191848755
Epoch:60	SE:0.47512683272361755
Epoch:61	SE:0.4740042984485626
Epoch:62	SE:0.4728698134422302
Epoch:63	SE:0.471725732088089
Epoch:64	SE:0.47057193517684937
Epoch:65	SE:0.4694080054759979
Epoch:66	SE:0.4682362675666809
Epoch:67	SE:0.46705639362335205
Epoch:68	SE:0.4658680260181427
Epoch:69	SE:0.46467289328575134
Epoch:70	SE:0.46347156167030334
Epoch:71	SE:0.46226179599761963
Epoch:72	SE:0.46104589104652405
Epoch:73	SE:0.4598229229450226
Epoch:74	SE:0.45859235525131226
Epoch:75	SE:0.45735493302345276
Epoch:76	SE:0.45611071586608887
Epoch:77	SE:0.4548594057559967
Epoch:78	SE:0.45360174775123596
Epoch:79	SE:0.45233747363090515
Epoch:80	SE:0.4510667622089386
Epoch:81	SE:0.4497907757759094
Epoch:82	SE:0.448510080575943
Epoch:83	SE:0.4472244679927826
Epoch:84	SE:0.44593480229377747
Epoch:85	SE:0.4446413218975067
Epoch:86	SE:0.4433439075946808
Epoch:87	SE:0.44204357266426086
Epoch:88	SE:0.44074153900146484
Epoch:89	SE:0.4394375681877136
Epoch:90	SE:0.4381326735019684
Epoch:91	SE:0.4368278682231903
Epoch:92	SE:0.4355217218399048
Epoch:93	SE:0.4342159032821655
Epoch:94	SE:0.43291133642196655
Epoch:95	SE:0.43160685896873474
Epoch:96	SE:0.4303053021430969
Epoch:97	SE:0.4290054142475128
Epoch:98	SE:0.4277065098285675
Epoch:99	SE:0.4264105558395386
