Epoch:0	SE:1.0340335369110107
Epoch:1	SE:1.0116225481033325
Epoch:2	SE:0.9849185943603516
Epoch:3	SE:0.9512028694152832
Epoch:4	SE:0.9073328971862793
Epoch:5	SE:0.8503736853599548
Epoch:6	SE:0.7795018553733826
Epoch:7	SE:0.6993838548660278
Epoch:8	SE:0.6220877766609192
Epoch:9	SE:0.561583399772644
Epoch:10	SE:0.5231980085372925
Epoch:11	SE:0.5021974444389343
Epoch:12	SE:0.4913080930709839
Epoch:13	SE:0.4854555130004883
Epoch:14	SE:0.48196300864219666
Epoch:15	SE:0.47956857085227966
Epoch:16	SE:0.47769802808761597
Epoch:17	SE:0.4760878384113312
Epoch:18	SE:0.47461792826652527
Epoch:19	SE:0.47322988510131836
Epoch:20	SE:0.47189486026763916
Epoch:21	SE:0.47059890627861023
Epoch:22	SE:0.46933338046073914
Epoch:23	SE:0.46809452772140503
Epoch:24	SE:0.46687793731689453
Epoch:25	SE:0.46568167209625244
Epoch:26	SE:0.4645036458969116
Epoch:27	SE:0.46334370970726013
Epoch:28	SE:0.4622005522251129
Epoch:29	SE:0.46107402443885803
Epoch:30	SE:0.4599626958370209
Epoch:31	SE:0.4588664472103119
Epoch:32	SE:0.4577852189540863
Epoch:33	SE:0.4567173719406128
Epoch:34	SE:0.45566311478614807
Epoch:35	SE:0.4546225070953369
Epoch:36	SE:0.4535951614379883
Epoch:37	SE:0.4525810778141022
Epoch:38	SE:0.45157989859580994
Epoch:39	SE:0.45059236884117126
Epoch:40	SE:0.44961798191070557
Epoch:41	SE:0.4486573338508606
Epoch:42	SE:0.44771045446395874
Epoch:43	SE:0.4467783272266388
Epoch:44	SE:0.4458605945110321
Epoch:45	SE:0.4449574053287506
Epoch:46	SE:0.44406986236572266
Epoch:47	SE:0.44319719076156616
Epoch:48	SE:0.4423408508300781
Epoch:49	SE:0.44150036573410034
