Epoch:0	SE:2.3697774410247803
Epoch:1	SE:1.52582585811615
Epoch:2	SE:1.200299620628357
Epoch:3	SE:1.1771985292434692
Epoch:4	SE:1.1618410348892212
Epoch:5	SE:1.1506890058517456
Epoch:6	SE:1.1416643857955933
Epoch:7	SE:1.1338311433792114
Epoch:8	SE:1.1267504692077637
Epoch:9	SE:1.1201595067977905
Epoch:10	SE:1.113874077796936
Epoch:11	SE:1.1077457666397095
Epoch:12	SE:1.1016420125961304
Epoch:13	SE:1.0954151153564453
Epoch:14	SE:1.0889439582824707
Epoch:15	SE:1.0820674896240234
Epoch:16	SE:1.0745940208435059
Epoch:17	SE:1.066253662109375
Epoch:18	SE:1.0566701889038086
Epoch:19	SE:1.0452789068222046
Epoch:20	SE:1.0312367677688599
Epoch:21	SE:1.013545036315918
Epoch:22	SE:0.9916166067123413
Epoch:23	SE:0.9665607213973999
Epoch:24	SE:0.9408906698226929
Epoch:25	SE:0.915772557258606
Epoch:26	SE:0.8909140229225159
Epoch:27	SE:0.8659675121307373
Epoch:28	SE:0.8409119844436646
Epoch:29	SE:0.8159602284431458
Epoch:30	SE:0.7913915514945984
Epoch:31	SE:0.7674971222877502
Epoch:32	SE:0.7444959878921509
Epoch:33	SE:0.7225765585899353
Epoch:34	SE:0.7018536329269409
Epoch:35	SE:0.6824904084205627
Epoch:36	SE:0.6645421385765076
Epoch:37	SE:0.6479217410087585
Epoch:38	SE:0.6325257420539856
Epoch:39	SE:0.6181932091712952
Epoch:40	SE:0.6047531962394714
Epoch:41	SE:0.5920462012290955
Epoch:42	SE:0.5799323916435242
Epoch:43	SE:0.5683028101921082
Epoch:44	SE:0.5570179224014282
Epoch:45	SE:0.5460010766983032
Epoch:46	SE:0.5351921319961548
Epoch:47	SE:0.5244640707969666
Epoch:48	SE:0.513810396194458
Epoch:49	SE:0.5031527280807495
