Epoch:0	SE:2.5554919242858887
Epoch:1	SE:2.0163354873657227
Epoch:2	SE:1.1329288482666016
Epoch:3	SE:1.1100490093231201
Epoch:4	SE:1.1004294157028198
Epoch:5	SE:1.0928252935409546
Epoch:6	SE:1.0861667394638062
Epoch:7	SE:1.079958200454712
Epoch:8	SE:1.0739245414733887
Epoch:9	SE:1.0679117441177368
Epoch:10	SE:1.0617910623550415
Epoch:11	SE:1.0554710626602173
Epoch:12	SE:1.0488821268081665
Epoch:13	SE:1.0419158935546875
Epoch:14	SE:1.034505844116211
Epoch:15	SE:1.0265530347824097
Epoch:16	SE:1.017980933189392
Epoch:17	SE:1.0087029933929443
Epoch:18	SE:0.9986230731010437
Epoch:19	SE:0.9876573085784912
Epoch:20	SE:0.9743664860725403
Epoch:21	SE:0.9701286554336548
Epoch:22	SE:0.966235339641571
Epoch:23	SE:0.9623324871063232
Epoch:24	SE:0.9583807587623596
Epoch:25	SE:0.9543717503547668
Epoch:26	SE:0.9502978324890137
Epoch:27	SE:0.946151852607727
Epoch:28	SE:0.9419305920600891
Epoch:29	SE:0.9376306533813477
Epoch:30	SE:0.933249294757843
Epoch:31	SE:0.928784191608429
Epoch:32	SE:0.924233078956604
Epoch:33	SE:0.9195946455001831
Epoch:34	SE:0.9148655533790588
Epoch:35	SE:0.9100399613380432
Epoch:36	SE:0.9051122069358826
Epoch:37	SE:0.9000821113586426
Epoch:38	SE:0.8949365019798279
Epoch:39	SE:0.8896701335906982
Epoch:40	SE:0.8840570449829102
Epoch:41	SE:0.8824167251586914
Epoch:42	SE:0.8807767629623413
Epoch:43	SE:0.8791377544403076
Epoch:44	SE:0.8774999380111694
Epoch:45	SE:0.8758609294891357
Epoch:46	SE:0.8742195963859558
Epoch:47	SE:0.8725725412368774
Epoch:48	SE:0.8709178566932678
Epoch:49	SE:0.8692536950111389
