Epoch:0	SE:1.152272343635559
Epoch:1	SE:1.1303504705429077
Epoch:2	SE:1.1057714223861694
Epoch:3	SE:1.0762572288513184
Epoch:4	SE:1.0390537977218628
Epoch:5	SE:0.9910649061203003
Epoch:6	SE:0.9296242594718933
Epoch:7	SE:0.85435551404953
Epoch:8	SE:0.7703606486320496
Epoch:9	SE:0.6897474527359009
Epoch:10	SE:0.6260376572608948
Epoch:11	SE:0.5846939086914062
Epoch:12	SE:0.561646580696106
Epoch:13	SE:0.5497713685035706
Epoch:14	SE:0.5436800122261047
Epoch:15	SE:0.5403576493263245
Epoch:16	SE:0.5383247137069702
Epoch:17	SE:0.5368952751159668
Epoch:18	SE:0.5357551574707031
Epoch:19	SE:0.5347611308097839
Epoch:20	SE:0.5338471531867981
Epoch:21	SE:0.5329804420471191
Epoch:22	SE:0.5321447253227234
Epoch:23	SE:0.5313328504562378
Epoch:24	SE:0.5305403470993042
Epoch:25	SE:0.5297637581825256
Epoch:26	SE:0.5290014743804932
Epoch:27	SE:0.5282526612281799
Epoch:28	SE:0.527517557144165
Epoch:29	SE:0.5267941951751709
Epoch:30	SE:0.5260827541351318
Epoch:31	SE:0.525382399559021
Epoch:32	SE:0.5246937870979309
Epoch:33	SE:0.5240142941474915
Epoch:34	SE:0.5233462452888489
Epoch:35	SE:0.5226885676383972
Epoch:36	SE:0.5220409631729126
Epoch:37	SE:0.521402895450592
Epoch:38	SE:0.5207746028900146
Epoch:39	SE:0.5201550722122192
Epoch:40	SE:0.5195452570915222
Epoch:41	SE:0.518944263458252
Epoch:42	SE:0.5183518528938293
Epoch:43	SE:0.5177677869796753
Epoch:44	SE:0.517193078994751
Epoch:45	SE:0.5166260004043579
Epoch:46	SE:0.5160676836967468
Epoch:47	SE:0.5155174732208252
Epoch:48	SE:0.5149747729301453
Epoch:49	SE:0.51444011926651
