Epoch:0	SE:2.425781726837158
Epoch:1	SE:1.3604258298873901
Epoch:2	SE:1.276419997215271
Epoch:3	SE:1.2593642473220825
Epoch:4	SE:1.248409628868103
Epoch:5	SE:1.2400845289230347
Epoch:6	SE:1.233025312423706
Epoch:7	SE:1.2265833616256714
Epoch:8	SE:1.2203952074050903
Epoch:9	SE:1.214223861694336
Epoch:10	SE:1.208301067352295
Epoch:11	SE:1.2038193941116333
Epoch:12	SE:1.199338674545288
Epoch:13	SE:1.1947484016418457
Epoch:14	SE:1.189992904663086
Epoch:15	SE:1.1850215196609497
Epoch:16	SE:1.1797900199890137
Epoch:17	SE:1.174249291419983
Epoch:18	SE:1.1683613061904907
Epoch:19	SE:1.1620912551879883
Epoch:20	SE:1.1566119194030762
Epoch:21	SE:1.1544373035430908
Epoch:22	SE:1.1523642539978027
Epoch:23	SE:1.1502703428268433
Epoch:24	SE:1.1481448411941528
Epoch:25	SE:1.1459864377975464
Epoch:26	SE:1.143791675567627
Epoch:27	SE:1.1415585279464722
Epoch:28	SE:1.1392879486083984
Epoch:29	SE:1.136976718902588
Epoch:30	SE:1.1348546743392944
Epoch:31	SE:1.1330931186676025
Epoch:32	SE:1.131311058998108
Epoch:33	SE:1.1295087337493896
Epoch:34	SE:1.127685546875
Epoch:35	SE:1.1258407831192017
Epoch:36	SE:1.1239721775054932
Epoch:37	SE:1.1220804452896118
Epoch:38	SE:1.1201651096343994
Epoch:39	SE:1.118223786354065
