Epoch:0	SE:3.0305585861206055
Epoch:1	SE:2.124767303466797
Epoch:2	SE:1.1900672912597656
Epoch:3	SE:1.1724519729614258
Epoch:4	SE:1.1619702577590942
Epoch:5	SE:1.153472900390625
Epoch:6	SE:1.1459969282150269
Epoch:7	SE:1.139032244682312
Epoch:8	SE:1.1322599649429321
Epoch:9	SE:1.1254541873931885
Epoch:10	SE:1.1183974742889404
Epoch:11	SE:1.1109001636505127
Epoch:12	SE:1.102773904800415
Epoch:13	SE:1.0938202142715454
Epoch:14	SE:1.0838289260864258
Epoch:15	SE:1.0725769996643066
Epoch:16	SE:1.0598140954971313
Epoch:17	SE:1.0452589988708496
Epoch:18	SE:1.0286535024642944
Epoch:19	SE:1.0097423791885376
Epoch:20	SE:0.9900699853897095
Epoch:21	SE:0.9830625653266907
Epoch:22	SE:0.9760592579841614
Epoch:23	SE:0.9689562320709229
Epoch:24	SE:0.9617229104042053
Epoch:25	SE:0.9543429017066956
Epoch:26	SE:0.9467990398406982
Epoch:27	SE:0.939082145690918
Epoch:28	SE:0.9311817288398743
Epoch:29	SE:0.923095166683197
Epoch:30	SE:0.9148162007331848
Epoch:31	SE:0.9063463807106018
Epoch:32	SE:0.8976811766624451
Epoch:33	SE:0.8888318538665771
Epoch:34	SE:0.8798009157180786
Epoch:35	SE:0.8705923557281494
Epoch:36	SE:0.8612133860588074
Epoch:37	SE:0.8516751527786255
Epoch:38	SE:0.8420019745826721
Epoch:39	SE:0.8322198390960693
Epoch:40	SE:0.8234899640083313
Epoch:41	SE:0.8203883767127991
Epoch:42	SE:0.8174248337745667
Epoch:43	SE:0.8145086169242859
Epoch:44	SE:0.8116157650947571
Epoch:45	SE:0.8087379932403564
Epoch:46	SE:0.8058736324310303
Epoch:47	SE:0.8030213713645935
Epoch:48	SE:0.8001773357391357
Epoch:49	SE:0.7973449230194092
