Epoch:0	SE:1.475496530532837
Epoch:1	SE:1.2376368045806885
Epoch:2	SE:1.2293630838394165
Epoch:3	SE:1.2228304147720337
Epoch:4	SE:1.2164430618286133
Epoch:5	SE:1.2101985216140747
Epoch:6	SE:1.2043483257293701
Epoch:7	SE:1.1987426280975342
Epoch:8	SE:1.1927568912506104
Epoch:9	SE:1.1860586404800415
Epoch:10	SE:1.178479790687561
Epoch:11	SE:1.1702733039855957
Epoch:12	SE:1.1615431308746338
Epoch:13	SE:1.151705026626587
Epoch:14	SE:1.1389495134353638
Epoch:15	SE:1.11936354637146
Epoch:16	SE:1.08612060546875
Epoch:17	SE:1.0290447473526
Epoch:18	SE:0.9387179017066956
Epoch:19	SE:0.8232296705245972
