Epoch:0	SE:1.9443973302841187
Epoch:1	SE:1.2179908752441406
Epoch:2	SE:1.2077124118804932
Epoch:3	SE:1.20274019241333
Epoch:4	SE:1.199314832687378
Epoch:5	SE:1.1965153217315674
Epoch:6	SE:1.1940453052520752
Epoch:7	SE:1.1917386054992676
Epoch:8	SE:1.1894687414169312
Epoch:9	SE:1.1871562004089355
Epoch:10	SE:1.184748888015747
Epoch:11	SE:1.182196855545044
Epoch:12	SE:1.1794434785842896
Epoch:13	SE:1.176423192024231
Epoch:14	SE:1.173061490058899
Epoch:15	SE:1.1692957878112793
Epoch:16	SE:1.1650851964950562
Epoch:17	SE:1.160426139831543
Epoch:18	SE:1.155373454093933
Epoch:19	SE:1.1500048637390137
