Epoch:0	SE:2.408364772796631
Epoch:1	SE:2.0906383991241455
Epoch:2	SE:1.7563837766647339
Epoch:3	SE:1.4515736103057861
Epoch:4	SE:1.2482582330703735
Epoch:5	SE:1.1433573961257935
Epoch:6	SE:1.0913423299789429
Epoch:7	SE:1.0606780052185059
Epoch:8	SE:1.0380542278289795
Epoch:9	SE:1.0187616348266602
Epoch:10	SE:1.0011849403381348
Epoch:11	SE:0.9847251772880554
Epoch:12	SE:0.969118595123291
Epoch:13	SE:0.9542252421379089
Epoch:14	SE:0.9399579167366028
Epoch:15	SE:0.9262619018554688
Epoch:16	SE:0.9130992889404297
Epoch:17	SE:0.9004426002502441
Epoch:18	SE:0.888272762298584
Epoch:19	SE:0.8765788078308105
Epoch:20	SE:0.8653537034988403
Epoch:21	SE:0.8545951843261719
Epoch:22	SE:0.84430330991745
Epoch:23	SE:0.8344798684120178
Epoch:24	SE:0.8251274824142456
Epoch:25	SE:0.8162440061569214
Epoch:26	SE:0.8078263401985168
Epoch:27	SE:0.799864649772644
Epoch:28	SE:0.7923473715782166
Epoch:29	SE:0.7852558493614197
Epoch:30	SE:0.7785709500312805
Epoch:31	SE:0.7722703218460083
Epoch:32	SE:0.7663305997848511
Epoch:33	SE:0.7607282996177673
Epoch:34	SE:0.7554401159286499
Epoch:35	SE:0.7504436373710632
Epoch:36	SE:0.7457176446914673
Epoch:37	SE:0.7412410974502563
Epoch:38	SE:0.736996591091156
Epoch:39	SE:0.7329655885696411
Epoch:40	SE:0.7291336059570312
Epoch:41	SE:0.7254862785339355
Epoch:42	SE:0.7220115065574646
Epoch:43	SE:0.7186994552612305
Epoch:44	SE:0.7155400514602661
Epoch:45	SE:0.7125260829925537
Epoch:46	SE:0.7096499800682068
Epoch:47	SE:0.7069056630134583
Epoch:48	SE:0.7042878866195679
Epoch:49	SE:0.7017906904220581
