Epoch:0	SE:5.418083686803985
Epoch:1	SE:3.81132745516745
Epoch:2	SE:3.8287511949607773
Epoch:3	SE:3.7194448868758943
Epoch:4	SE:3.4049137719217524
Epoch:5	SE:3.2512152970034682
Epoch:6	SE:3.3009346688000725
Epoch:7	SE:3.3635078303604424
Epoch:8	SE:3.6067632249895363
Epoch:9	SE:3.846529681047585
Epoch:10	SE:4.145115017755189
Epoch:11	SE:4.457508942704535
Epoch:12	SE:4.860688124108751
Epoch:13	SE:4.874452443952791
Epoch:14	SE:5.059539549967123
Epoch:15	SE:5.471032735632749
Epoch:16	SE:5.704920086517153
Epoch:17	SE:5.571148218915891
Epoch:18	SE:5.529315287948796
Epoch:19	SE:5.531892748137976
Epoch:20	SE:5.650134797727452
Epoch:21	SE:5.839054372657472
Epoch:22	SE:6.009011867568052
Epoch:23	SE:6.26218886709569
Epoch:24	SE:6.3867096541651325
Epoch:25	SE:6.551086103568169
Epoch:26	SE:6.740090832070767
Epoch:27	SE:6.943463853540237
Epoch:28	SE:7.043330281672528
Epoch:29	SE:7.456978701638042
Epoch:30	SE:7.688529508107335
Epoch:31	SE:7.8868522870660485
Epoch:32	SE:8.314948278557809
Epoch:33	SE:8.524509464851928
Epoch:34	SE:8.727132920033931
Epoch:35	SE:8.872974959403296
Epoch:36	SE:8.962993513177375
Epoch:37	SE:9.01614584066684
Epoch:38	SE:9.017032420707823
Epoch:39	SE:9.151235428997252
Epoch:40	SE:9.36025316113
Epoch:41	SE:9.52905877318227
Epoch:42	SE:9.693350184332722
Epoch:43	SE:10.072009224933472
Epoch:44	SE:10.251774960781933
Epoch:45	SE:10.260871466045119
Epoch:46	SE:10.115926634477871
Epoch:47	SE:10.101054699043816
Epoch:48	SE:10.27416515918634
Epoch:49	SE:10.72147526582605
Epoch:50	SE:10.999955140403161
Epoch:51	SE:11.099084002475792
Epoch:52	SE:11.255705874252335
Epoch:53	SE:11.376862093574452
Epoch:54	SE:11.184471969359757
Epoch:55	SE:11.162946370837274
Epoch:56	SE:11.263694350865432
Epoch:57	SE:11.441443038357297
Epoch:58	SE:11.685991332350898
Epoch:59	SE:11.909291846032623
Epoch:60	SE:11.856605314428343
Epoch:61	SE:11.81277384110701
Epoch:62	SE:12.411518156941655
Epoch:63	SE:12.203248060289143
Epoch:64	SE:12.330731549512903
Epoch:65	SE:12.371734536049589
Epoch:66	SE:12.433063682921954
Epoch:67	SE:12.600629033951508
Epoch:68	SE:12.833733108253199
Epoch:69	SE:12.949246891495505
Epoch:70	SE:13.018716806625907
Epoch:71	SE:13.115811923537494
Epoch:72	SE:13.189711070191182
Epoch:73	SE:13.329670099368919
Epoch:74	SE:13.170488701450875
Epoch:75	SE:13.086520758275766
Epoch:76	SE:13.039272571732491
Epoch:77	SE:13.073326223027298
Epoch:78	SE:13.219601466832339
Epoch:79	SE:13.437559451984507
